,Timestamp,Temperature(C),Humidity(%),Rain_raw, Light_raw, UV_raw,soil_moist_raw,irrigation,artificial_water_consumption_per_acre(L/3min),total_artificial_water_consumption(L/3min)
55,1689980389,22,78,670,0.0,0,622.26,1,102.6,3488.4
56,1689980570,22,79,670,0.0,0,622.26,1,102.6,3488.4
57,1689980750,22,79,670,0.0,0,622.26,1,102.6,3488.4
58,1689980930,22,79,670,0.0,0,622.26,1,102.6,3488.4
59,1689981111,22,80,671,0.0,0,622.26,1,102.6,3488.4
60,1689981291,22,80,671,0.0,0,622.26,1,102.6,3488.4
61,1689981472,22,80,670,0.0,0,622.26,1,102.6,3488.4
62,1689981652,22,80,670,0.0,0,622.26,1,102.6,3488.4
63,1689981833,21,80,671,0.0,0,622.26,1,102.6,3488.4
64,1689982013,21,80,671,0.0,0,622.26,1,102.6,3488.4
65,1689982194,21,80,671,0.0,0,622.26,1,102.6,3488.4
66,1689982374,21,81,671,0.0,0,622.26,1,102.6,3488.4
67,1689982555,21,81,670,0.0,0,622.26,1,102.6,3488.4
68,1689982735,21,81,671,0.0,0,622.26,1,102.6,3488.4
69,1689982916,21,81,670,0.0,0,622.26,1,102.6,3488.4
70,1689983096,21,82,671,0.0,0,622.26,1,102.6,3488.4
71,1689983277,21,81,671,0.0,0,622.26,1,102.6,3488.4
72,1689983457,21,82,671,0.0,0,622.26,1,102.6,3488.4
73,1689983637,21,82,671,0.0,0,622.26,1,102.6,3488.4
74,1689983818,21,81,671,0.0,0,622.26,1,102.6,3488.4
75,1689983998,21,79,671,0.0,0,622.26,1,102.6,3488.4
76,1689984179,21,80,671,0.0,0,622.26,1,102.6,3488.4
77,1689984359,21,80,671,0.0,0,622.26,1,102.6,3488.4
78,1689984540,22,81,671,0.0,0,622.26,1,102.6,3488.4
79,1689984720,22,81,671,0.0,0,622.26,1,102.6,3488.4
80,1689984901,22,81,671,0.0,0,622.26,1,102.6,3488.4
81,1689985081,22,80,671,0.0,0,622.26,1,102.6,3488.4
82,1689985262,22,80,671,0.0,0,622.26,1,102.6,3488.4
83,1689985442,22,81,671,0.0,0,622.26,1,102.6,3488.4
84,1689985623,22,81,671,0.0,0,622.26,1,102.6,3488.4
85,1689985803,22,81,671,0.0,0,622.26,1,102.6,3488.4
86,1689985983,22,80,671,0.0,0,622.26,1,102.6,3488.4
87,1689986164,22,80,671,0.0,0,622.26,1,102.6,3488.4
88,1689986344,22,80,671,0.0,0,622.26,1,102.6,3488.4
89,1689986525,21,79,671,0.0,0,622.26,1,102.6,3488.4
90,1689986705,22,79,671,0.0,0,625.09,1,102.6,3488.4
91,1689986886,22,79,671,0.0,0,625.09,1,102.6,3488.4
92,1689987066,22,79,671,0.0,0,625.09,1,102.6,3488.4
93,1689987247,21,80,671,0.0,0,625.09,1,102.6,3488.4
94,1689987427,21,81,671,0.0,0,622.26,1,102.6,3488.4
95,1689987608,21,81,671,0.0,0,625.09,1,102.6,3488.4
96,1689987788,21,80,671,0.0,0,622.26,1,102.6,3488.4
97,1689987969,21,81,671,0.0,0,625.09,1,102.6,3488.4
98,1689988149,21,81,671,0.0,0,625.09,1,102.6,3488.4
99,1689988329,21,81,671,0.0,0,625.09,1,102.6,3488.4
100,1689988510,21,81,670,0.0,0,625.09,1,102.6,3488.4
101,1689988690,21,82,670,0.0,0,625.09,1,102.6,3488.4
102,1689988871,20,83,671,0.0,0,625.09,1,102.6,3488.4
103,1689989051,20,83,671,0.0,0,625.09,1,102.6,3488.4
104,1689989232,20,83,671,0.0,0,625.09,1,102.6,3488.4
105,1689989412,20,83,671,0.0,0,625.09,1,102.6,3488.4
106,1689989593,20,83,671,0.0,0,625.09,1,102.6,3488.4
107,1689989773,20,83,671,0.0,0,625.09,1,102.6,3488.4
108,1689989954,20,83,671,0.0,0,625.09,1,102.6,3488.4
109,1689990134,20,83,671,0.0,0,625.09,1,102.6,3488.4
110,1689990315,20,83,671,0.0,0,625.09,1,102.6,3488.4
111,1689990495,20,83,671,0.0,0,625.09,1,102.6,3488.4
112,1689990676,20,83,671,0.0,0,625.09,1,102.6,3488.4
113,1689990856,20,83,671,0.0,0,625.09,1,102.6,3488.4
114,1689991036,21,83,671,0.0,0,625.09,1,102.6,3488.4
115,1689991217,21,83,671,0.0,0,625.09,1,102.6,3488.4
116,1689991397,20,82,670,0.0,0,625.09,1,102.6,3488.4
117,1689991578,20,83,671,0.0,0,625.09,1,102.6,3488.4
118,1689991758,20,83,671,0.0,0,625.09,1,102.6,3488.4
119,1689991939,20,83,670,0.0,0,625.09,1,102.6,3488.4
120,1689992119,20,84,671,0.0,0,625.09,1,102.6,3488.4
121,1689992300,20,83,671,0.0,0,625.09,1,102.6,3488.4
122,1689992480,20,83,671,0.0,0,625.09,1,102.6,3488.4
123,1689992661,20,83,671,0.0,0,625.09,1,102.6,3488.4
124,1689992841,20,84,670,0.0,0,625.09,1,102.6,3488.4
125,1689993021,20,84,671,0.0,0,625.09,1,102.6,3488.4
126,1689993202,19,84,671,0.0,0,625.09,1,102.6,3488.4
127,1689993382,19,84,671,0.0,0,625.09,1,102.6,3488.4
128,1689993563,19,84,671,0.2,0,625.09,1,102.6,3488.4
129,1689993743,19,84,671,0.2,0,625.09,1,102.6,3488.4
130,1689993924,19,84,671,0.2,0,625.09,1,102.6,3488.4
131,1689994104,20,83,671,0.4,0,625.09,1,102.6,3488.4
132,1689994285,20,82,671,0.6,0,625.09,1,102.6,3488.4
133,1689994465,20,82,671,1.0,0,625.09,1,102.6,3488.4
134,1689994646,20,81,671,1.6,0,625.09,1,102.6,3488.4
135,1689994826,19,81,671,3.0,0,625.09,1,102.6,3488.4
136,1689995007,19,81,671,5.2,0,625.09,1,102.6,3488.4
137,1689995187,19,82,671,9.6,0,625.09,1,102.6,3488.4
138,1689995367,19,82,671,17.6,0,625.09,1,102.6,3488.4
139,1689995548,19,83,672,31.4,0,625.09,1,102.6,3488.4
140,1689995728,19,83,671,54.8,0,625.09,1,102.6,3488.4
141,1689995909,19,84,671,90.6,0,625.09,1,102.6,3488.4
142,1689996089,19,84,671,142.2,0,625.09,1,102.6,3488.4
143,1689996270,19,84,671,212.2,0,625.09,1,102.6,3488.4
144,1689996450,19,84,671,301.6,2,625.09,1,102.6,3488.4
145,1689996631,19,84,671,410.0,3,625.09,1,102.6,3488.4
146,1689996811,19,84,671,539.0,3,625.09,1,102.6,3488.4
147,1689996992,19,83,671,688.4,3,625.09,1,102.6,3488.4
148,1689997172,19,83,671,855.6,5,625.09,1,102.6,3488.4
149,1689997353,19,83,671,1040.6,6,625.09,1,102.6,3488.4
150,1689997533,19,83,671,1242.8,8,625.09,1,102.6,3488.4
151,1689997713,19,83,671,1458.8,8,625.09,1,102.6,3488.4
152,1689997894,19,83,671,1686.6,10,625.09,1,102.6,3488.4
153,1689998074,19,83,671,1923.2,11,625.09,1,102.6,3488.4
154,1689998255,19,83,671,2171.4,13,625.09,1,102.6,3488.4
155,1689998435,19,83,671,2417.2,14,625.09,1,102.6,3488.4
156,1689998616,19,83,671,2678.8,14,625.09,1,102.6,3488.4
157,1689998796,19,83,671,2934.6,18,625.09,1,102.6,3488.4
158,1689998977,19,83,671,3190.2,18,625.09,1,102.6,3488.4
159,1689999157,19,83,671,3443.4,19,625.09,1,102.6,3488.4
160,1689999338,20,82,671,3698.0,22,625.09,1,102.6,3488.4
161,1689999518,20,82,671,3934.4,22,625.09,1,102.6,3488.4
162,1689999698,20,78,671,4172.4,26,625.09,1,102.6,3488.4
163,1689999879,20,78,671,4389.6,27,625.09,1,102.6,3488.4
164,1690000059,21,78,671,4612.8,29,625.09,1,102.6,3488.4
165,1690000240,21,79,671,4850.4,30,625.09,1,102.6,3488.4
166,1690000420,21,79,671,5119.8,34,627.92,1,102.6,3488.4
167,1690000601,21,78,671,5398.2,35,625.09,1,102.6,3488.4
168,1690000781,21,79,671,5724.0,38,625.09,1,102.6,3488.4
169,1690000962,21,78,671,6102.8,40,625.09,1,102.6,3488.4
170,1690001142,22,77,671,6519.0,45,625.09,1,102.6,3488.4
171,1690001323,22,76,671,6937.8,48,627.92,1,102.6,3488.4
172,1690001503,22,76,671,7201.6,50,625.09,1,102.6,3488.4
173,1690001684,22,77,671,7445.8,51,627.92,1,102.6,3488.4
174,1690001864,22,78,671,7661.2,54,627.92,1,102.6,3488.4
175,1690002045,23,79,671,7913.4,56,627.92,1,102.6,3488.4
176,1690002225,23,78,671,8140.4,58,627.92,1,102.6,3488.4
177,1690002406,23,77,671,8385.4,61,627.92,1,102.6,3488.4
178,1690002586,24,76,671,8610.4,64,627.92,1,102.6,3488.4
179,1690002766,24,75,671,8709.4,66,627.92,1,102.6,3488.4
180,1690002947,24,74,671,8968.0,69,627.92,1,102.6,3488.4
181,1690003127,24,73,671,9194.8,67,627.92,1,102.6,3488.4
182,1690003308,25,73,671,9539.8,70,627.92,1,102.6,3488.4
183,1690003488,25,73,671,9823.0,72,627.92,1,102.6,3488.4
184,1690003669,25,73,671,9999.4,74,627.92,1,102.6,3488.4
185,1690003849,25,72,671,10271.6,75,627.92,1,102.6,3488.4
186,1690004030,26,72,671,10417.2,78,627.92,1,102.6,3488.4
187,1690004210,26,72,671,10831.2,80,627.92,1,102.6,3488.4
188,1690004391,26,72,671,11345.2,82,627.92,1,102.6,3488.4
189,1690004571,26,70,671,12064.0,83,627.92,1,102.6,3488.4
190,1690004752,27,69,671,12643.2,82,627.92,1,102.6,3488.4
191,1690004932,27,68,671,14723.0,82,627.92,1,102.6,3488.4
192,1690005113,27,68,671,14395.4,120,627.92,1,102.6,3488.4
193,1690005293,27,68,671,13623.0,125,627.92,1,102.6,3488.4
194,1690005474,28,66,671,13783.0,115,627.92,1,102.6,3488.4
195,1690005654,28,63,671,14566.8,111,627.92,1,102.6,3488.4
196,1690005835,29,61,670,15373.8,119,627.92,1,102.6,3488.4
197,1690006015,29,58,670,16037.4,131,627.92,1,102.6,3488.4
198,1690006196,29,60,670,19031.4,159,627.92,1,102.6,3488.4
199,1690006376,29,61,669,23156.6,128,627.92,1,102.6,3488.4
200,1690006557,30,60,669,35117.2,141,627.92,1,102.6,3488.4
201,1690006737,30,58,670,34685.4,221,627.92,1,102.6,3488.4
202,1690006917,30,60,670,34343.4,213,627.92,1,102.6,3488.4
203,1690007098,31,56,670,23961.2,248,627.92,1,102.6,3488.4
204,1690007278,31,56,670,20249.8,183,627.92,1,102.6,3488.4
205,1690007459,31,57,670,20121.8,181,630.75,1,102.6,3488.4
206,1690007639,32,55,670,20388.2,159,627.92,1,102.6,3488.4
207,1690007820,32,52,670,37149.4,125,627.92,1,102.6,3488.4
208,1690008000,32,51,670,52428.6,147,627.92,1,102.6,3488.4
209,1690008181,33,50,670,52428.6,154,627.92,1,102.6,3488.4
210,1690008361,33,51,670,52428.6,231,630.75,1,102.6,3488.4
211,1690008542,33,51,670,52428.6,234,630.75,1,102.6,3488.4
212,1690008722,33,52,670,52428.6,253,630.75,1,102.6,3488.4
213,1690008903,33,49,670,52428.6,264,627.92,1,102.6,3488.4
214,1690009083,33,49,670,52428.6,282,627.92,1,102.6,3488.4
215,1690009264,33,50,670,52428.6,291,627.92,1,102.6,3488.4
216,1690009444,33,50,670,52428.6,311,630.75,1,102.6,3488.4
217,1690009625,33,48,670,52428.6,290,630.75,1,102.6,3488.4
218,1690009805,33,48,670,52428.6,280,630.75,1,102.6,3488.4
219,1690009986,34,51,670,52428.6,272,630.75,1,102.6,3488.4
220,1690010166,34,49,670,52428.6,296,630.75,1,102.6,3488.4
221,1690010347,34,48,670,52428.6,316,630.75,1,102.6,3488.4
222,1690010527,35,49,670,52428.6,304,630.75,1,102.6,3488.4
223,1690010708,35,47,670,52428.6,311,630.75,1,102.6,3488.4
224,1690010888,36,46,670,52428.6,288,630.75,1,102.6,3488.4
225,1690011069,36,48,670,52428.6,279,630.75,1,102.6,3488.4
226,1690011249,36,49,670,52428.6,298,630.75,1,102.6,3488.4
227,1690011430,37,46,670,52428.6,311,630.75,1,102.6,3488.4
228,1690011610,37,43,670,52428.6,314,630.75,1,102.6,3488.4
229,1690011791,37,44,670,52428.6,317,630.75,1,102.6,3488.4
230,1690011971,37,47,670,52428.6,333,630.75,1,102.6,3488.4
231,1690012152,37,45,670,52428.6,336,630.75,1,102.6,3488.4
232,1690012332,37,47,670,52428.6,351,630.75,1,102.6,3488.4
233,1690012513,37,46,670,52428.6,330,630.75,1,102.6,3488.4
234,1690012693,37,43,670,52428.6,330,630.75,1,102.6,3488.4
235,1690012874,37,43,670,52428.6,327,630.75,1,102.6,3488.4
236,1690013054,38,48,670,52428.6,320,630.75,1,102.6,3488.4
237,1690013235,37,42,670,52428.6,304,630.75,1,102.6,3488.4
238,1690013415,37,46,670,52428.6,322,630.75,1,102.6,3488.4
239,1690013596,37,45,670,52428.6,354,630.75,1,102.6,3488.4
240,1690013776,37,46,670,52428.6,396,630.75,1,102.6,3488.4
241,1690013956,37,44,670,52428.6,341,630.75,1,102.6,3488.4
242,1690014137,37,46,670,52428.6,372,630.75,1,102.6,3488.4
243,1690014317,37,44,670,52428.6,396,630.75,1,102.6,3488.4
244,1690014498,37,45,670,52428.6,397,630.75,1,102.6,3488.4
245,1690014678,37,45,670,52428.6,360,630.75,1,102.6,3488.4
246,1690014859,38,46,670,52428.6,392,630.75,1,102.6,3488.4
247,1690015039,38,46,670,52428.6,383,630.75,1,102.6,3488.4
248,1690015220,37,44,670,52428.6,392,630.75,1,102.6,3488.4
249,1690015400,38,45,670,52428.6,391,630.75,1,102.6,3488.4
250,1690015581,38,44,670,52428.6,392,630.75,1,102.6,3488.4
251,1690015761,39,42,670,52428.6,373,630.75,1,102.6,3488.4
252,1690015942,39,43,670,52428.6,389,630.75,1,102.6,3488.4
253,1690016122,39,42,670,52428.6,410,630.75,1,102.6,3488.4
254,1690016303,39,43,670,52428.6,404,630.75,1,102.6,3488.4
255,1690016483,39,44,670,52428.6,384,630.75,1,102.6,3488.4
256,1690016664,39,41,670,52428.6,392,630.75,1,102.6,3488.4
257,1690016844,39,44,670,52428.6,418,630.75,1,102.6,3488.4
258,1690017025,38,44,670,52428.6,400,630.75,1,102.6,3488.4
259,1690017205,38,41,670,52428.6,412,630.75,1,102.6,3488.4
260,1690017386,38,44,670,52428.6,416,630.75,1,102.6,3488.4
261,1690017566,38,42,670,52428.6,410,630.75,1,102.6,3488.4
262,1690017747,39,45,670,52428.6,410,630.75,1,102.6,3488.4
263,1690017927,40,42,670,52428.6,404,630.75,1,102.6,3488.4
264,1690018108,41,40,670,52428.6,405,630.75,1,102.6,3488.4
265,1690018288,41,39,670,52428.6,386,630.75,1,102.6,3488.4
266,1690018469,42,41,670,52428.6,407,630.75,1,102.6,3488.4
267,1690018649,42,40,670,52428.6,396,630.75,1,102.6,3488.4
268,1690018830,43,41,670,52428.6,416,630.75,1,102.6,3488.4
269,1690019010,42,39,670,52428.6,412,630.75,1,102.6,3488.4
270,1690019191,42,37,670,52428.6,399,630.75,1,102.6,3488.4
271,1690019371,43,41,670,52428.6,404,630.75,1,102.6,3488.4
272,1690019552,43,39,670,52428.6,421,630.75,1,102.6,3488.4
273,1690019732,43,37,670,52428.6,453,630.75,1,102.6,3488.4
274,1690019913,41,39,670,52428.6,442,630.75,1,102.6,3488.4
275,1690020093,41,42,670,52428.6,434,633.58,1,102.6,3488.4
276,1690020274,41,41,670,52428.6,448,633.58,1,102.6,3488.4
277,1690020454,41,39,670,52428.6,458,633.58,1,102.6,3488.4
278,1690020635,40,42,670,52428.6,455,633.58,1,102.6,3488.4
279,1690020815,40,43,670,52428.6,477,633.58,1,102.6,3488.4
280,1690020996,40,40,670,52428.6,468,630.75,1,102.6,3488.4
281,1690021176,40,39,670,52428.6,456,633.58,1,102.6,3488.4
282,1690021357,41,39,670,52428.6,448,633.58,1,102.6,3488.4
283,1690021537,41,37,670,52428.6,450,633.58,1,102.6,3488.4
284,1690021718,42,39,670,52428.6,445,633.58,1,102.6,3488.4
285,1690021898,42,40,670,52428.6,440,633.58,1,102.6,3488.4
286,1690022079,43,39,670,52428.6,447,633.58,1,102.6,3488.4
287,1690022259,44,38,670,52428.6,469,633.58,1,102.6,3488.4
288,1690022440,44,40,670,52428.6,477,633.58,1,102.6,3488.4
289,1690022620,43,40,670,52428.6,471,633.58,1,102.6,3488.4
290,1690022801,43,38,670,52428.6,468,633.58,1,102.6,3488.4
291,1690022981,43,37,670,52428.6,458,633.58,1,102.6,3488.4
292,1690023162,43,42,670,52428.6,480,633.58,1,102.6,3488.4
293,1690023342,43,39,670,52428.6,474,633.58,1,102.6,3488.4
294,1690023523,43,38,670,52428.6,488,633.58,1,102.6,3488.4
295,1690023703,42,38,670,52428.6,482,633.58,1,102.6,3488.4
296,1690023884,42,38,670,52428.6,474,633.58,1,102.6,3488.4
297,1690024064,42,39,670,52428.6,460,633.58,1,102.6,3488.4
298,1690024245,42,39,670,52428.6,474,633.58,1,102.6,3488.4
299,1690024425,42,39,670,52428.6,456,633.58,1,102.6,3488.4
300,1690024606,43,36,670,52428.6,460,633.58,1,102.6,3488.4
301,1690024786,43,39,670,52428.6,447,633.58,1,102.6,3488.4
302,1690024967,44,37,670,52428.6,466,633.58,1,102.6,3488.4
303,1690025147,44,38,670,52428.6,466,633.58,1,102.6,3488.4
304,1690025328,44,38,670,52428.6,479,633.58,1,102.6,3488.4
305,1690025508,42,38,670,52428.6,477,633.58,1,102.6,3488.4
306,1690025689,41,39,670,52428.6,471,633.58,1,102.6,3488.4
307,1690025869,42,39,670,52428.6,477,633.58,1,102.6,3488.4
308,1690026050,42,39,670,52428.6,476,633.58,1,102.6,3488.4
309,1690026230,41,39,670,52428.6,477,633.58,1,102.6,3488.4
310,1690026411,41,39,670,52428.6,471,633.58,1,102.6,3488.4
311,1690026591,42,38,670,52428.6,460,633.58,1,102.6,3488.4
312,1690026772,42,37,670,52428.6,447,633.58,1,102.6,3488.4
313,1690026952,43,37,670,52428.6,439,633.58,1,102.6,3488.4
314,1690027133,44,36,670,52428.6,450,633.58,1,102.6,3488.4
315,1690027313,45,34,670,52428.6,460,633.58,1,102.6,3488.4
316,1690027494,44,38,670,52428.6,458,633.58,1,102.6,3488.4
317,1690027674,43,37,670,52428.6,428,633.58,1,102.6,3488.4
318,1690027855,43,40,670,52428.6,445,633.58,1,102.6,3488.4
319,1690028035,43,37,670,52428.6,440,633.58,1,102.6,3488.4
320,1690028216,43,38,670,52428.6,424,633.58,1,102.6,3488.4
321,1690028396,43,38,670,52428.6,440,633.58,1,102.6,3488.4
322,1690028577,43,37,670,52428.6,445,633.58,1,102.6,3488.4
323,1690028757,43,40,670,52428.6,426,633.58,1,102.6,3488.4
324,1690028938,43,37,670,52428.6,426,633.58,1,102.6,3488.4
325,1690029118,43,38,670,52428.6,434,633.58,1,102.6,3488.4
326,1690029299,43,37,670,52428.6,426,633.58,1,102.6,3488.4
327,1690029479,43,38,670,52428.6,402,633.58,1,102.6,3488.4
328,1690029660,43,35,670,52428.6,412,633.58,1,102.6,3488.4
329,1690029840,43,35,670,52428.6,418,633.58,1,102.6,3488.4
330,1690030021,44,35,670,52428.6,400,633.58,1,102.6,3488.4
331,1690030201,44,37,670,52428.6,418,633.58,1,102.6,3488.4
332,1690030382,44,36,670,52428.6,407,633.58,1,102.6,3488.4
333,1690030562,44,39,670,52428.6,396,633.58,1,102.6,3488.4
334,1690030743,44,34,670,52428.6,389,633.58,1,102.6,3488.4
335,1690030923,45,35,670,52428.6,359,633.58,1,102.6,3488.4
336,1690031104,45,37,670,52428.6,352,633.58,1,102.6,3488.4
337,1690031284,45,32,670,52428.6,316,633.58,1,102.6,3488.4
338,1690031465,45,34,670,52428.6,304,633.58,1,102.6,3488.4
339,1690031645,46,36,670,52428.6,320,633.58,1,102.6,3488.4
340,1690031826,45,36,670,52428.6,328,633.58,1,102.6,3488.4
341,1690032006,44,35,670,52428.6,316,633.58,1,102.6,3488.4
342,1690032187,43,38,670,52428.6,299,633.58,1,102.6,3488.4
343,1690032367,44,35,670,52428.6,311,633.58,1,102.6,3488.4
344,1690032548,44,34,670,52428.6,309,633.58,1,102.6,3488.4
345,1690032728,44,34,670,52428.6,316,633.58,1,102.6,3488.4
346,1690032909,43,35,670,52428.6,316,636.41,1,102.6,3488.4
347,1690033089,43,36,670,52428.6,304,633.58,1,102.6,3488.4
348,1690033270,43,34,670,52428.6,295,636.41,1,102.6,3488.4
349,1690033450,42,35,670,52428.6,291,636.41,1,102.6,3488.4
350,1690033631,42,37,670,52428.6,285,636.41,1,102.6,3488.4
351,1690033811,42,38,670,52428.6,271,636.41,1,102.6,3488.4
352,1690033992,42,38,670,52428.6,266,636.41,1,102.6,3488.4
353,1690034172,42,34,670,52428.6,250,636.41,1,102.6,3488.4
354,1690034353,42,37,670,52428.6,266,636.41,1,102.6,3488.4
355,1690034533,42,33,670,52428.6,279,636.41,1,102.6,3488.4
356,1690034714,42,35,670,52428.6,272,636.41,1,102.6,3488.4
357,1690034894,41,38,670,52428.6,282,636.41,1,102.6,3488.4
358,1690035074,41,35,670,52428.6,285,636.41,1,102.6,3488.4
359,1690035255,41,38,670,52428.6,293,636.41,1,102.6,3488.4
360,1690035435,41,36,670,52428.6,282,636.41,1,102.6,3488.4
361,1690035616,41,36,670,52428.6,285,636.41,1,102.6,3488.4
362,1690035796,41,36,670,52428.6,272,636.41,1,102.6,3488.4
363,1690035977,41,34,670,52428.6,259,636.41,1,102.6,3488.4
364,1690036157,41,36,670,52428.6,258,636.41,1,102.6,3488.4
365,1690036338,41,35,670,52428.6,267,636.41,1,102.6,3488.4
366,1690036518,40,37,670,52428.6,261,636.41,1,102.6,3488.4
367,1690036699,40,37,670,52428.6,253,636.41,1,102.6,3488.4
368,1690036879,40,38,670,52428.6,255,636.41,1,102.6,3488.4
369,1690037060,41,37,670,52428.6,259,636.41,1,102.6,3488.4
370,1690037240,40,37,670,52428.6,255,636.41,1,102.6,3488.4
371,1690037421,40,39,670,52428.6,247,636.41,1,102.6,3488.4
372,1690037601,40,37,670,52428.6,240,636.41,1,102.6,3488.4
373,1690037782,40,38,670,52428.6,229,636.41,1,102.6,3488.4
374,1690037962,39,36,670,52428.6,223,636.41,1,102.6,3488.4
375,1690038143,40,36,670,52428.6,223,636.41,1,102.6,3488.4
376,1690038323,39,37,670,52428.6,219,636.41,1,102.6,3488.4
377,1690038504,39,37,670,52428.6,226,636.41,1,102.6,3488.4
378,1690038684,40,36,670,52428.6,216,639.24,1,102.6,3488.4
379,1690038865,39,38,670,51353.0,203,639.24,1,102.6,3488.4
380,1690039045,40,37,670,50036.4,194,639.24,1,102.6,3488.4
381,1690039226,39,37,670,48817.2,181,639.24,1,102.6,3488.4
382,1690039406,39,37,670,47906.6,181,639.24,1,102.6,3488.4
383,1690039587,39,38,670,46495.0,178,639.24,1,102.6,3488.4
384,1690039767,39,39,670,43960.6,171,639.24,1,102.6,3488.4
385,1690039948,39,38,670,42884.8,170,639.24,1,102.6,3488.4
386,1690040128,40,35,670,40130.2,175,639.24,1,102.6,3488.4
387,1690040309,40,37,670,39251.8,163,639.24,1,102.6,3488.4
388,1690040489,39,38,670,36163.6,141,639.24,1,102.6,3488.4
389,1690040670,39,38,670,35630.2,131,639.24,1,102.6,3488.4
390,1690040850,39,38,670,33941.6,115,639.24,1,102.6,3488.4
391,1690041031,39,38,670,32465.6,107,639.24,1,102.6,3488.4
392,1690041211,38,39,670,25890.8,96,639.24,1,102.6,3488.4
393,1690041392,38,39,670,15887.4,90,639.24,1,102.6,3488.4
394,1690041572,38,40,670,15017.0,80,639.24,1,102.6,3488.4
395,1690041753,38,41,670,14361.6,75,639.24,1,102.6,3488.4
396,1690041933,38,42,670,13675.4,72,639.24,1,102.6,3488.4
397,1690042114,38,40,670,13003.6,69,639.24,1,102.6,3488.4
398,1690042294,38,40,670,12631.8,67,639.24,1,102.6,3488.4
