Timestamp,Temperature(C),Humidity(%),Rain_raw, Light_raw,soil_moist_percent(%), UV_raw,irrigation,artificial_water_consumption_per_acre(L/3min),total_artificial_water_consumption(L/3min),soil_moist_raw
1687554047,21,63,676,0.0,58,0,0,0.0,0.0,387.78
1687554227,21,64,677,0.0,58,0,0,0.0,0.0,387.78
1687554407,21,64,676,0.0,58,0,0,0.0,0.0,387.78
1687554588,21,65,677,0.0,58,0,0,0.0,0.0,387.78
1687554768,20,65,677,0.0,58,0,0,0.0,0.0,387.78
1687554949,20,66,676,0.0,58,0,0,0.0,0.0,387.78
1687555129,20,66,677,0.0,58,0,0,0.0,0.0,387.78
1687555310,20,66,677,0.0,58,0,0,0.0,0.0,387.78
1687555490,20,66,676,0.0,58,0,0,0.0,0.0,387.78
1687555671,20,67,677,0.0,58,0,0,0.0,0.0,387.78
1687555851,20,67,676,0.0,58,0,0,0.0,0.0,387.78
1687556031,20,67,677,0.0,58,0,0,0.0,0.0,387.78
1687556212,20,68,676,0.0,58,0,0,0.0,0.0,387.78
1687556392,20,69,677,0.0,58,0,0,0.0,0.0,387.78
1687556573,20,69,676,0.0,58,0,0,0.0,0.0,387.78
1687556753,20,70,676,0.0,58,0,0,0.0,0.0,387.78
1687556934,19,71,677,0.0,58,0,0,0.0,0.0,387.78
1687557114,20,70,677,0.0,58,0,0,0.0,0.0,387.78
1687557294,20,69,677,0.0,58,0,0,0.0,0.0,387.78
1687557475,19,72,677,0.0,58,0,0,0.0,0.0,387.78
1687557655,19,72,677,0.0,58,0,0,0.0,0.0,387.78
1687557836,19,72,677,0.0,58,0,0,0.0,0.0,387.78
1687558016,19,74,677,0.0,58,0,0,0.0,0.0,387.78
1687558197,19,75,677,0.0,58,0,0,0.0,0.0,387.78
1687558377,19,74,677,0.0,58,0,0,0.0,0.0,387.78
1687558557,19,74,677,0.0,58,0,0,0.0,0.0,387.78
1687558738,19,74,677,0.0,58,0,0,0.0,0.0,387.78
1687558918,19,75,677,0.0,58,0,0,0.0,0.0,387.78
1687559099,19,75,677,0.0,58,0,0,0.0,0.0,387.78
1687559279,19,76,677,0.0,58,0,0,0.0,0.0,387.78
1687559460,19,74,677,0.0,58,0,0,0.0,0.0,387.78
1687559640,19,73,677,0.0,58,0,0,0.0,0.0,387.78
1687559820,19,73,677,0.0,58,0,0,0.0,0.0,387.78
1687560001,19,73,677,0.0,58,0,0,0.0,0.0,387.78
1687560181,19,73,677,0.0,58,0,0,0.0,0.0,387.78
1687560362,19,73,677,0.0,59,0,0,0.0,0.0,385.19
1687560542,19,74,677,0.0,58,0,0,0.0,0.0,387.78
1687560723,18,75,677,0.0,58,0,0,0.0,0.0,387.78
1687560903,19,74,677,0.0,59,0,0,0.0,0.0,385.19
1687561084,19,74,677,0.0,58,0,0,0.0,0.0,387.78
1687561264,18,75,677,0.0,58,0,0,0.0,0.0,387.78
1687561444,18,76,677,0.0,59,0,0,0.0,0.0,385.19
1687561625,18,75,677,0.0,58,0,0,0.0,0.0,387.78
1687561805,18,75,677,0.0,58,0,0,0.0,0.0,387.78
1687561986,18,75,677,0.0,58,0,0,0.0,0.0,387.78
1687562166,18,76,677,0.0,58,0,0,0.0,0.0,387.78
1687562347,19,77,677,0.0,58,0,0,0.0,0.0,387.78
1687562527,19,76,677,0.0,58,0,0,0.0,0.0,387.78
1687562707,19,75,677,0.0,58,0,0,0.0,0.0,387.78
1687562888,19,76,677,0.0,59,0,0,0.0,0.0,385.19
1687563068,18,76,677,0.0,59,0,0,0.0,0.0,385.19
1687563249,18,75,677,0.0,58,0,0,0.0,0.0,387.78
1687563429,18,75,677,0.0,58,0,0,0.0,0.0,387.78
1687563610,18,75,677,0.0,59,0,0,0.0,0.0,385.19
1687563790,18,75,677,0.0,58,0,0,0.0,0.0,387.78
1687563970,18,75,677,0.0,58,0,0,0.0,0.0,387.78
1687564151,18,76,677,0.0,58,0,0,0.0,0.0,387.78
1687564331,18,77,677,0.0,58,0,0,0.0,0.0,387.78
1687564512,18,78,677,0.0,58,0,0,0.0,0.0,387.78
1687564692,18,78,677,0.0,59,0,0,0.0,0.0,385.19
1687564873,18,77,677,0.0,59,0,0,0.0,0.0,385.19
1687565053,18,77,677,0.0,59,0,0,0.0,0.0,385.19
1687565233,17,78,677,0.0,59,0,0,0.0,0.0,385.19
1687565414,17,78,677,0.0,59,0,0,0.0,0.0,385.19
1687565594,17,79,677,0.0,59,0,0,0.0,0.0,385.19
1687565775,17,79,677,0.0,59,0,0,0.0,0.0,385.19
1687565955,17,81,677,0.0,59,0,0,0.0,0.0,385.19
1687566136,17,81,677,0.0,59,0,0,0.0,0.0,385.19
1687566316,17,81,677,0.0,59,0,0,0.0,0.0,385.19
1687566496,17,81,677,0.0,59,0,0,0.0,0.0,385.19
1687566677,17,81,677,0.0,58,0,0,0.0,0.0,387.78
1687566857,17,81,677,0.0,58,0,0,0.0,0.0,387.78
1687567038,17,80,677,0.0,59,0,0,0.0,0.0,385.19
1687567218,17,82,677,0.0,58,0,0,0.0,0.0,387.78
1687567399,17,82,677,0.0,58,0,0,0.0,0.0,387.78
1687567579,17,82,677,0.0,58,0,0,0.0,0.0,387.78
1687567759,17,83,677,0.0,58,0,0,0.0,0.0,387.78
1687567940,17,83,677,0.0,58,0,0,0.0,0.0,387.78
1687568120,17,83,677,0.0,59,0,0,0.0,0.0,385.19
1687568301,17,83,677,0.0,59,0,0,0.0,0.0,385.19
1687568481,17,84,677,0.0,58,0,0,0.0,0.0,387.78
1687568662,17,84,677,0.0,58,0,0,0.0,0.0,387.78
1687568842,16,84,677,0.0,59,0,0,0.0,0.0,385.19
1687569022,16,84,677,0.0,59,0,0,0.0,0.0,385.19
1687569203,16,84,677,0.0,59,0,0,0.0,0.0,385.19
1687569383,16,84,677,0.0,58,0,0,0.0,0.0,387.78
1687569564,17,84,677,0.0,59,0,0,0.0,0.0,385.19
1687569744,17,83,677,0.0,59,0,0,0.0,0.0,385.19
1687569925,17,84,677,0.0,59,0,0,0.0,0.0,385.19
1687570105,17,84,677,0.0,59,0,0,0.0,0.0,385.19
1687570285,17,84,677,0.0,59,0,0,0.0,0.0,385.19
1687570466,17,83,677,0.0,59,0,0,0.0,0.0,385.19
1687570646,17,82,677,0.0,59,0,0,0.0,0.0,385.19
1687570827,16,83,677,0.0,59,0,0,0.0,0.0,385.19
1687571007,16,84,677,0.0,59,0,0,0.0,0.0,385.19
1687571188,16,83,677,0.0,59,0,0,0.0,0.0,385.19
1687571368,16,85,677,0.0,59,0,0,0.0,0.0,385.19
1687571549,16,84,677,0.0,59,0,0,0.0,0.0,385.19
1687571729,16,86,677,0.0,59,0,0,0.0,0.0,385.19
1687571909,16,86,677,0.0,59,0,0,0.0,0.0,385.19
1687572090,17,85,678,0.0,59,0,0,0.0,0.0,385.19
1687572270,17,84,677,0.0,59,0,0,0.0,0.0,385.19
1687572451,17,84,678,0.0,59,0,0,0.0,0.0,385.19
1687572631,17,83,677,0.0,59,0,0,0.0,0.0,385.19
1687572812,16,84,677,0.0,59,0,0,0.0,0.0,385.19
1687572992,16,85,678,0.2,59,0,0,0.0,0.0,385.19
1687573172,16,85,677,0.2,59,0,0,0.0,0.0,385.19
1687573353,16,85,678,0.2,59,0,0,0.0,0.0,385.19
1687573533,16,84,677,0.4,59,0,0,0.0,0.0,385.19
1687573714,16,85,678,0.6,59,0,0,0.0,0.0,385.19
1687573894,16,84,678,1.0,59,0,0,0.0,0.0,385.19
1687574075,16,84,678,1.8,58,0,0,0.0,0.0,387.78
1687574255,16,83,678,3.2,59,1,0,0.0,0.0,385.19
1687574435,16,85,678,5.4,59,0,0,0.0,0.0,385.19
1687574616,16,85,677,9.6,59,0,0,0.0,0.0,385.19
1687574796,16,86,678,16.8,59,0,0,0.0,0.0,385.19
1687574977,16,86,678,29.0,59,1,0,0.0,0.0,385.19
1687575157,16,87,678,49.6,59,0,0,0.0,0.0,385.19
1687575338,16,86,678,82.4,59,1,0,0.0,0.0,385.19
1687575518,16,86,678,131.4,59,1,0,0.0,0.0,385.19
1687575698,16,86,677,200.2,59,3,0,0.0,0.0,385.19
1687575879,16,86,678,292.0,58,3,0,0.0,0.0,387.78
1687576059,16,86,677,409.0,59,5,0,0.0,0.0,385.19
1687576240,16,86,678,552.2,59,7,0,0.0,0.0,385.19
1687576420,16,86,677,720.4,59,8,0,0.0,0.0,385.19
1687576601,16,86,678,910.2,59,9,0,0.0,0.0,385.19
1687576781,16,87,677,1116.6,59,11,0,0.0,0.0,385.19
1687576961,16,87,678,1342.8,59,13,0,0.0,0.0,385.19
1687577142,16,87,678,1598.2,59,15,0,0.0,0.0,385.19
1687577322,16,87,678,1866.8,59,19,0,0.0,0.0,385.19
1687577503,16,86,678,2148.2,59,19,0,0.0,0.0,385.19
1687577683,16,85,678,2432.4,59,22,0,0.0,0.0,385.19
1687577864,16,85,678,2755.2,59,26,0,0.0,0.0,385.19
1687578044,16,86,677,3103.0,59,28,0,0.0,0.0,385.19
1687578224,17,87,678,3456.0,59,32,0,0.0,0.0,385.19
1687578405,17,84,678,3819.2,59,35,0,0.0,0.0,385.19
1687578585,17,84,678,4209.2,59,39,0,0.0,0.0,385.19
1687578766,17,83,678,4620.8,59,43,0,0.0,0.0,385.19
1687578946,18,82,678,5035.8,59,46,0,0.0,0.0,385.19
1687579127,18,80,678,5457.0,59,50,0,0.0,0.0,385.19
1687579307,19,80,678,5884.8,59,54,0,0.0,0.0,385.19
1687579487,19,78,678,6346.6,59,56,0,0.0,0.0,385.19
1687579668,19,77,677,6751.4,59,62,0,0.0,0.0,385.19
1687579848,20,76,678,7155.4,58,66,0,0.0,0.0,387.78
1687580029,20,75,678,7497.8,58,70,0,0.0,0.0,387.78
1687580209,21,73,678,7913.8,58,74,0,0.0,0.0,387.78
1687580390,21,71,678,8312.0,58,78,0,0.0,0.0,387.78
1687580570,22,68,677,8662.4,58,82,0,0.0,0.0,387.78
1687580750,22,66,677,9078.2,58,86,0,0.0,0.0,387.78
1687580931,23,65,678,9469.0,58,90,0,0.0,0.0,387.78
1687581111,23,64,678,9881.2,58,94,0,0.0,0.0,387.78
1687581292,23,64,678,10383.6,58,99,0,0.0,0.0,387.78
1687581472,23,64,678,10686.6,58,103,0,0.0,0.0,387.78
1687581653,23,65,678,11139.8,58,108,0,0.0,0.0,387.78
1687581833,23,65,678,11534.8,58,112,0,0.0,0.0,387.78
1687582014,24,62,678,11921.0,58,116,0,0.0,0.0,387.78
1687582194,24,60,678,12352.4,58,121,0,0.0,0.0,387.78
1687582374,25,57,678,12836.0,58,125,0,0.0,0.0,387.78
1687582555,24,57,678,13090.2,58,129,0,0.0,0.0,387.78
1687582735,24,59,678,13558.6,58,134,0,0.0,0.0,387.78
1687582916,24,60,678,13957.6,57,138,0,0.0,0.0,390.37
1687583096,24,61,678,14350.2,57,142,0,0.0,0.0,390.37
1687583277,24,60,678,14775.8,57,146,0,0.0,0.0,390.37
1687583457,24,61,678,15241.6,57,151,0,0.0,0.0,390.37
1687583638,24,59,678,15737.4,57,155,0,0.0,0.0,390.37
1687583818,25,58,678,16175.6,57,159,0,0.0,0.0,390.37
1687583998,25,57,678,16676.2,57,167,0,0.0,0.0,390.37
1687584179,25,56,678,17311.8,57,177,0,0.0,0.0,390.37
1687584359,26,55,678,18169.8,57,167,0,0.0,0.0,390.37
1687584540,26,54,678,25056.0,57,157,0,0.0,0.0,390.37
1687584720,27,51,678,29801.4,57,228,0,0.0,0.0,390.37
1687584901,28,50,678,32566.0,57,275,0,0.0,0.0,390.37
1687585081,28,51,678,34385.8,57,176,0,0.0,0.0,390.37
1687585262,27,50,678,35251.8,57,0,0,0.0,0.0,390.37
1687585442,27,50,679,40249.4,57,198,0,0.0,0.0,390.37
1687585623,28,51,679,39757.0,57,328,0,0.0,0.0,390.37
1687585803,28,49,679,39164.0,57,271,0,0.0,0.0,390.37
1687585983,28,48,679,39909.4,57,0,0,0.0,0.0,390.37
1687586164,28,49,679,40717.4,57,0,0,0.0,0.0,390.37
1687586344,28,50,679,43822.2,57,0,0,0.0,0.0,390.37
1687586525,28,50,679,46212.0,57,8,0,0.0,0.0,390.37
1687586705,29,47,679,49657.4,57,1212,0,0.0,0.0,390.37
1687586886,29,47,680,48365.0,57,744,0,0.0,0.0,390.37
1687587066,29,47,680,44401.8,57,605,0,0.0,0.0,390.37
1687587247,30,44,680,45595.6,57,425,0,0.0,0.0,390.37
1687587427,30,43,680,49063.0,57,449,0,0.0,0.0,390.37
1687587608,31,42,680,52428.6,57,391,0,0.0,0.0,390.37
1687587788,30,44,680,52428.6,57,400,0,0.0,0.0,390.37
1687587968,30,44,680,52428.6,57,361,0,0.0,0.0,390.37
1687588149,30,43,680,52428.6,57,305,0,0.0,0.0,390.37
1687588329,31,41,680,52428.6,57,363,0,0.0,0.0,390.37
1687588510,31,41,680,52428.6,57,332,0,0.0,0.0,390.37
1687588690,31,41,680,52428.6,57,403,0,0.0,0.0,390.37
1687588871,31,41,681,52428.6,56,418,0,0.0,0.0,392.96000000000004
1687589051,31,41,682,52428.6,56,419,0,0.0,0.0,392.96000000000004
1687589232,32,41,682,52428.6,56,422,0,0.0,0.0,392.96000000000004
1687589412,32,39,683,52428.6,56,426,0,0.0,0.0,392.96000000000004
1687589593,32,39,682,52428.6,56,468,0,0.0,0.0,392.96000000000004
1687589773,32,38,682,52428.6,56,536,0,0.0,0.0,392.96000000000004
1687589953,32,38,689,52428.6,54,437,0,0.0,0.0,398.14
1687590134,32,38,692,52428.6,54,433,0,0.0,0.0,398.14
1687590314,33,39,682,52428.6,56,468,0,0.0,0.0,392.96000000000004
1687590495,33,38,680,52428.6,56,477,0,0.0,0.0,392.96000000000004
1687590675,32,39,679,52428.6,56,492,0,0.0,0.0,392.96000000000004
1687590856,31,40,679,52428.6,56,490,0,0.0,0.0,392.96000000000004
1687591036,31,41,679,52428.6,56,410,0,0.0,0.0,392.96000000000004
1687591217,32,39,679,52428.6,57,447,0,0.0,0.0,390.37
1687591397,32,39,679,52428.6,56,443,0,0.0,0.0,392.96000000000004
1687591578,31,40,679,52428.6,56,460,0,0.0,0.0,392.96000000000004
1687591758,31,39,679,52428.6,56,602,0,0.0,0.0,392.96000000000004
1687591939,32,38,679,52428.6,56,610,0,0.0,0.0,392.96000000000004
1687592119,32,38,679,52428.6,56,570,0,0.0,0.0,392.96000000000004
1687592299,33,37,679,52428.6,56,560,0,0.0,0.0,392.96000000000004
1687592480,33,37,679,52428.6,56,543,0,0.0,0.0,392.96000000000004
1687592660,33,35,680,52428.6,56,536,0,0.0,0.0,392.96000000000004
1687592841,33,36,680,52428.6,56,582,0,0.0,0.0,392.96000000000004
1687593021,33,36,679,52428.6,56,638,0,0.0,0.0,392.96000000000004
1687593202,33,37,680,52428.6,56,614,0,0.0,0.0,392.96000000000004
1687593382,33,34,680,52428.6,56,554,0,0.0,0.0,392.96000000000004
1687593563,33,33,680,52428.6,56,605,0,0.0,0.0,392.96000000000004
1687593743,33,32,680,52428.6,56,633,0,0.0,0.0,392.96000000000004
1687593924,33,32,680,52428.6,56,728,0,0.0,0.0,392.96000000000004
1687594104,33,31,680,52428.6,56,736,0,0.0,0.0,392.96000000000004
1687594284,34,32,679,52428.6,56,615,0,0.0,0.0,392.96000000000004
1687594465,35,31,680,52428.6,56,685,0,0.0,0.0,392.96000000000004
1687594645,34,31,679,52428.6,56,700,0,0.0,0.0,392.96000000000004
1687594826,33,32,680,52428.6,56,753,0,0.0,0.0,392.96000000000004
1687595006,33,33,680,52428.6,56,743,0,0.0,0.0,392.96000000000004
1687595187,33,33,680,52428.6,56,715,0,0.0,0.0,392.96000000000004
1687595367,33,32,680,52428.6,56,812,0,0.0,0.0,392.96000000000004
1687595548,33,32,680,52428.6,56,822,0,0.0,0.0,392.96000000000004
1687595728,33,32,680,52428.6,56,779,0,0.0,0.0,392.96000000000004
1687595909,34,31,680,52428.6,56,766,0,0.0,0.0,392.96000000000004
1687596089,34,30,680,52428.6,56,808,0,0.0,0.0,392.96000000000004
1687596270,35,30,680,52428.6,56,787,0,0.0,0.0,392.96000000000004
1687596450,35,29,680,52428.6,56,887,0,0.0,0.0,392.96000000000004
1687596631,35,30,680,52428.6,56,794,0,0.0,0.0,392.96000000000004
1687596811,34,30,680,52428.6,56,790,0,0.0,0.0,392.96000000000004
1687596991,34,30,680,52428.6,56,841,0,0.0,0.0,392.96000000000004
1687597172,35,29,680,52428.6,56,856,0,0.0,0.0,392.96000000000004
1687597352,35,29,680,52428.6,56,793,0,0.0,0.0,392.96000000000004
1687597533,35,30,680,52428.6,55,830,0,0.0,0.0,395.55
1687597713,35,29,680,52428.6,55,851,0,0.0,0.0,395.55
1687597894,36,29,680,52428.6,55,813,0,0.0,0.0,395.55
1687598074,36,28,680,52428.6,55,929,0,0.0,0.0,395.55
1687598255,36,28,680,52428.6,55,914,0,0.0,0.0,395.55
1687598435,36,28,680,52428.6,55,872,0,0.0,0.0,395.55
1687598616,37,28,681,52428.6,55,879,0,0.0,0.0,395.55
1687598796,37,26,680,52428.6,55,890,0,0.0,0.0,395.55
1687598977,36,28,681,52428.6,55,951,0,0.0,0.0,395.55
1687599157,35,29,681,52428.6,55,868,0,0.0,0.0,395.55
1687599338,35,31,680,52428.6,55,906,0,0.0,0.0,395.55
1687599518,36,29,681,52428.6,54,920,0,0.0,0.0,398.14
1687599698,36,29,681,52428.6,54,939,0,0.0,0.0,398.14
1687599879,35,30,680,52428.6,54,970,0,0.0,0.0,398.14
1687600059,35,32,681,52428.6,54,922,0,0.0,0.0,398.14
1687600240,35,31,681,52428.6,54,941,0,0.0,0.0,398.14
1687600420,35,30,681,52428.6,54,934,0,0.0,0.0,398.14
1687600601,35,29,681,52428.6,54,880,0,0.0,0.0,398.14
1687600781,36,29,680,52428.6,54,937,0,0.0,0.0,398.14
1687600962,37,28,681,52428.6,54,933,0,0.0,0.0,398.14
1687601142,38,29,681,52428.6,54,954,0,0.0,0.0,398.14
1687601323,37,27,681,52428.6,54,1004,0,0.0,0.0,398.14
1687601503,37,27,681,52428.6,54,1044,0,0.0,0.0,398.14
1687601684,37,28,681,52428.6,54,994,0,0.0,0.0,398.14
1687601864,37,28,681,52428.6,54,1008,0,0.0,0.0,398.14
1687602044,37,28,681,52428.6,54,998,0,0.0,0.0,398.14
1687602225,37,28,680,52428.6,54,1071,0,0.0,0.0,398.14
1687602405,37,29,681,52428.6,54,1097,0,0.0,0.0,398.14
1687602586,37,28,681,52428.6,54,1045,0,0.0,0.0,398.14
1687602766,37,29,681,52428.6,54,1102,0,0.0,0.0,398.14
1687602947,38,29,681,52428.6,54,1074,0,0.0,0.0,398.14
1687603127,38,27,681,52428.6,54,998,0,0.0,0.0,398.14
1687603308,38,27,681,52428.6,54,1079,0,0.0,0.0,398.14
1687603488,38,27,681,52428.6,54,1033,0,0.0,0.0,398.14
1687603669,37,28,681,52428.6,54,1015,0,0.0,0.0,398.14
1687603849,38,29,681,52428.6,54,1118,0,0.0,0.0,398.14
1687604030,37,31,685,52428.6,53,1013,0,0.0,0.0,400.73
1687604210,36,30,688,52428.6,52,1109,0,0.0,0.0,403.32
1687604391,37,29,686,52428.6,53,1113,0,0.0,0.0,400.73
1687604571,37,29,686,52428.6,53,1082,0,0.0,0.0,400.73
1687604752,37,30,687,52428.6,53,1183,0,0.0,0.0,400.73
1687604932,36,31,686,52428.6,53,1027,0,0.0,0.0,400.73
1687605112,36,33,687,52428.6,53,1047,0,0.0,0.0,400.73
1687605293,36,33,688,52428.6,52,1008,0,0.0,0.0,403.32
1687605473,35,35,691,52428.6,52,1068,0,0.0,0.0,403.32
1687605654,36,33,693,52428.6,51,1101,0,0.0,0.0,405.90999999999997
1687605834,35,34,690,52428.6,52,1045,0,0.0,0.0,403.32
1687606015,35,35,721,52428.6,45,1059,0,0.0,0.0,421.45
1687606195,35,34,690,52428.6,52,1079,0,0.0,0.0,403.32
1687606376,35,34,693,52428.6,51,1052,0,0.0,0.0,405.90999999999997
1687606556,34,37,701,52428.6,50,1084,0,0.0,0.0,408.5
1687606737,35,35,678,52428.6,55,1023,0,0.0,0.0,395.55
1687606917,35,35,678,52428.6,55,1015,0,0.0,0.0,395.55
1687607098,35,35,678,52428.6,55,1027,0,0.0,0.0,395.55
1687607278,34,36,678,52428.6,55,1086,0,0.0,0.0,395.55
1687607459,34,35,678,52428.6,55,1047,0,0.0,0.0,395.55
1687607639,35,36,678,52428.6,55,1063,0,0.0,0.0,395.55
1687607819,35,36,678,52428.6,55,1043,0,0.0,0.0,395.55
1687608000,35,34,678,52428.6,55,1049,0,0.0,0.0,395.55
1687608180,35,35,678,52428.6,55,1047,0,0.0,0.0,395.55
1687608361,34,35,678,52428.6,55,1070,0,0.0,0.0,395.55
1687608541,35,35,678,52428.6,55,1016,0,0.0,0.0,395.55
1687608722,35,34,678,52428.6,55,980,0,0.0,0.0,395.55
1687608902,34,36,678,52428.6,55,993,0,0.0,0.0,395.55
1687609083,34,34,678,52428.6,55,986,0,0.0,0.0,395.55
1687609263,34,35,678,52428.6,55,1031,0,0.0,0.0,395.55
1687609444,34,37,678,52428.6,55,949,0,0.0,0.0,395.55
1687609624,34,35,678,52428.6,55,947,0,0.0,0.0,395.55
1687609805,34,34,678,52428.6,55,988,0,0.0,0.0,395.55
1687609985,34,36,678,52428.6,55,915,0,0.0,0.0,395.55
1687610165,34,36,678,52428.6,55,927,0,0.0,0.0,395.55
1687610346,34,35,678,52428.6,55,919,0,0.0,0.0,395.55
1687610526,34,34,678,52428.6,55,869,0,0.0,0.0,395.55
1687610707,34,35,678,52428.6,55,891,0,0.0,0.0,395.55
1687610887,34,34,678,52428.6,55,783,0,0.0,0.0,395.55
1687611068,34,35,678,52428.6,55,824,0,0.0,0.0,395.55
1687611248,34,36,678,52428.6,55,828,0,0.0,0.0,395.55
1687611429,34,34,678,52428.6,55,834,0,0.0,0.0,395.55
1687611609,34,34,678,52428.6,55,843,0,0.0,0.0,395.55
1687611790,34,34,678,52428.6,55,833,0,0.0,0.0,395.55
1687611970,34,35,678,52428.6,55,865,0,0.0,0.0,395.55
1687612151,34,35,678,52428.6,55,818,0,0.0,0.0,395.55
1687612331,34,35,678,52428.6,55,829,0,0.0,0.0,395.55
1687612511,34,35,678,52428.6,55,783,0,0.0,0.0,395.55
1687612692,34,35,678,52428.6,55,738,0,0.0,0.0,395.55
1687612872,34,35,678,52428.6,55,761,0,0.0,0.0,395.55
1687613053,34,34,678,52428.6,55,731,0,0.0,0.0,395.55
1687613233,34,34,678,52428.6,55,732,0,0.0,0.0,395.55
1687613414,34,36,678,52428.6,55,723,0,0.0,0.0,395.55
1687613594,34,35,678,52428.6,55,712,0,0.0,0.0,395.55
1687613775,34,34,678,52428.6,55,700,0,0.0,0.0,395.55
1687613955,34,34,678,52428.6,55,685,0,0.0,0.0,395.55
1687614136,34,34,678,52428.6,55,681,0,0.0,0.0,395.55
1687614316,34,33,678,52428.6,55,704,0,0.0,0.0,395.55
1687614497,34,35,678,52428.6,55,669,0,0.0,0.0,395.55
1687614677,34,33,678,52428.6,55,654,0,0.0,0.0,395.55
1687614858,33,35,678,52428.6,55,650,0,0.0,0.0,395.55
1687615038,33,34,678,52428.6,55,646,0,0.0,0.0,395.55
1687615218,33,34,678,52428.6,55,610,0,0.0,0.0,395.55
1687615399,33,35,678,52428.6,55,589,0,0.0,0.0,395.55
1687615579,34,34,678,52428.6,55,617,0,0.0,0.0,395.55
1687615760,34,34,678,52428.6,56,615,0,0.0,0.0,392.96000000000004
